BGE,rate,JV,JE,ontology,response,species,class,monomer
0.42116357748913724,0.07598101979539706,8.314327950149229e-6,3.1695349809341894e-6,Amino acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,alanine
0.47733241427795736,0.024177365367220365,7.256458246510339e-6,1.6534464220601387e-6,Sugars,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,glucose
NaN,0.006990101661607233,2.233072864343841e-6,5.917322783908952e-8,Organic acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,salicylic acid
0.4196520004364267,0.16306799429365543,1.836764871589995e-5,1.4263481030697114e-5,Amino acids,negative,Bacillus sp. URHB0009,Bacilli,alanine
0.47229021561706686,0.09851722348289763,1.0267571772752783e-5,2.410012839889431e-6,Sugars,negative,Bacillus sp. URHB0009,Bacilli,glucose
0.4652456220562213,0.02458869960994521,7.274595219344701e-6,1.2121312339354618e-6,Organic acids,negative,Bacillus sp. URHB0009,Bacilli,salicylic acid
0.4700766435134082,0.14672512833639825,1.0002832348886218e-5,3.005550489627356e-6,Amino acids,undefined,Blastococcus sp. URHD0036,Actinobacteria,alanine
0.544723200639949,0.05608113957143142,1.0371220809094346e-5,1.7595711387268193e-6,Sugars,undefined,Blastococcus sp. URHD0036,Actinobacteria,glucose
0.4761078067221754,0.00533695100948632,2.678976614366955e-6,4.755934498335148e-8,Organic acids,undefined,Blastococcus sp. URHD0036,Actinobacteria,salicylic acid
0.4915324321580054,0.11568169067662154,1.0294886966799944e-5,3.5897260183060553e-6,Amino acids,positive,Bradyrhizobium sp. URHA0002,Alphaproteobacteria,alanine
0.5766814808177407,0.022328821898267685,8.385815909974075e-6,1.463116012978436e-6,Sugars,positive,Bradyrhizobium sp. URHA0002,Alphaproteobacteria,glucose
0.5878857762125589,0.03964660899452165,1.0342728264093945e-5,1.7761470106524865e-6,Organic acids,positive,Bradyrhizobium sp. URHA0002,Alphaproteobacteria,salicylic acid
0.4751810154407464,0.10467667028575012,1.9975373219262947e-5,1.2567771070551494e-5,Amino acids,positive,Bradyrhizobium sp. URHA0013,Alphaproteobacteria,alanine
0.5558785992966233,0.030738105731403672,9.389862056929382e-6,1.7275141064895813e-6,Sugars,positive,Bradyrhizobium sp. URHA0013,Alphaproteobacteria,glucose
0.5629156844769024,0.030283441085170976,9.320085860601995e-6,1.7273139660504125e-6,Organic acids,positive,Bradyrhizobium sp. URHA0013,Alphaproteobacteria,salicylic acid
0.49173795781543095,0.1331183435605555,1.079800297728511e-5,4.1037836800567585e-6,Amino acids,positive,Bradyrhizobium sp. URHD0069,Alphaproteobacteria,alanine
0.5771034357655258,0.02662880859542115,8.825913535540945e-6,1.5509021354747464e-6,Sugars,positive,Bradyrhizobium sp. URHD0069,Alphaproteobacteria,glucose
0.5863164970288024,0.035523591650160946,1.0231331622685193e-5,1.726360573204525e-6,Organic acids,positive,Bradyrhizobium sp. URHD0069,Alphaproteobacteria,salicylic acid
0.4235905259866648,0.09009570245394355,7.2132407074176256e-6,1.7640701069695782e-6,Amino acids,positive,Burkholderia sp. URHA0054,Betaproteobacteria,alanine
0.4903828029638088,0.0933369173295345,1.0856336033024654e-5,2.988285956186338e-6,Sugars,positive,Burkholderia sp. URHA0054,Betaproteobacteria,glucose
0.4784654161082722,0.015863121729531686,3.68067325744666e-6,6.445302963328697e-7,Organic acids,positive,Burkholderia sp. URHA0054,Betaproteobacteria,salicylic acid
0.4581576161086963,0.06560019294800483,7.586684452170851e-6,1.6428784438218924e-6,Amino acids,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,alanine
0.5482792808313341,0.06979683219302331,1.0487068428268544e-5,1.8255007599777507e-6,Sugars,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,glucose
0.5500557533455306,0.03126125132061104,9.089363241707155e-6,1.5334343170098403e-6,Organic acids,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,salicylic acid
0.4686400797753093,0.11311234897125835,8.92885037966341e-6,1.976256823119467e-6,Amino acids,undefined,Cellulomonas sp. URHD0024,Actinobacteria,alanine
0.5576695379838232,0.14695456624272235,1.2663118508733126e-5,4.511294127319683e-6,Sugars,undefined,Cellulomonas sp. URHD0024,Actinobacteria,glucose
0.41112103547266143,0.007838239147785673,2.668246595957184e-6,2.5130047298885362e-8,Organic acids,undefined,Cellulomonas sp. URHD0024,Actinobacteria,salicylic acid
0.48941017206962395,0.10770712821512515,9.561485870573567e-6,2.1186234624487023e-6,Amino acids,undefined,Cellulomonas sp. URHE0023,Actinobacteria,alanine
0.5898498197902782,0.14349066781018902,1.3523855022352618e-5,5.370083692594106e-6,Sugars,undefined,Cellulomonas sp. URHE0023,Actinobacteria,glucose
0.4079305352756688,0.007974199998880936,2.7675364150281984e-6,2.8061320826011884e-8,Organic acids,undefined,Cellulomonas sp. URHE0023,Actinobacteria,salicylic acid
0.49678698429394524,0.10596758315708182,1.073649431942463e-5,3.3459404814421e-6,Amino acids,positive,Comamonadaceae bacterium URHA0028,Betaproteobacteria,alanine
0.5781601088730406,0.019802143462772575,6.746806967361208e-6,1.1810687105086084e-6,Sugars,positive,Comamonadaceae bacterium URHA0028,Betaproteobacteria,glucose
0.5987583060921602,0.07508456101107182,1.2791668522435011e-5,3.537372260756899e-6,Organic acids,positive,Comamonadaceae bacterium URHA0028,Betaproteobacteria,salicylic acid
0.4944756538211278,0.10101940049761943,1.0152939997858968e-5,2.975454471216183e-6,Amino acids,positive,Dongia sp. URHE0060,Alphaproteobacteria,alanine
0.5967101991119956,0.09383378748133024,1.3272018490335196e-5,4.712999596516028e-6,Sugars,positive,Dongia sp. URHE0060,Alphaproteobacteria,glucose
0.5469657389797165,0.006613285781554635,2.831054822795944e-6,1.3673471635068952e-7,Organic acids,positive,Dongia sp. URHE0060,Alphaproteobacteria,salicylic acid
0.4349583076804776,0.06877428299552811,7.14080580277387e-6,1.7163393367204978e-6,Amino acids,undefined,Flavobacterium sp. URHB0058,Flavobacteria,alanine
0.5072562456607281,0.06878336348679696,9.664948022774826e-6,2.011161894098313e-6,Sugars,undefined,Flavobacterium sp. URHB0058,Flavobacteria,glucose
0.5072536007680057,0.03897469775138237,9.233305155404907e-6,1.7018154215284104e-6,Organic acids,undefined,Flavobacterium sp. URHB0058,Flavobacteria,salicylic acid
0.45143380350041346,0.11021299221151948,8.761566014744277e-6,2.087865901011932e-6,Amino acids,negative,Geodermatophilaceae bacterium URHA0031,Actinobacteria,alanine
0.5251997160025184,0.07996778125890848,1.035345047651929e-5,2.0829342375717947e-6,Sugars,negative,Geodermatophilaceae bacterium URHA0031,Actinobacteria,glucose
0.5143984505530961,0.014148773592064668,3.3295976880392248e-6,4.659642203910215e-7,Organic acids,negative,Geodermatophilaceae bacterium URHA0031,Actinobacteria,salicylic acid
0.48001217223011516,0.1260359095829345,9.730810825992375e-6,2.634469796397644e-6,Amino acids,negative,Geodermatophilaceae bacterium URHB0048,Actinobacteria,alanine
0.5639065158195158,0.0749939628930511,1.0832916101921773e-5,2.06396292160589e-6,Sugars,negative,Geodermatophilaceae bacterium URHB0048,Actinobacteria,glucose
0.5298000081087162,0.008070446413755615,2.8225197681889864e-6,1.494831226631111e-7,Organic acids,negative,Geodermatophilaceae bacterium URHB0048,Actinobacteria,salicylic acid
0.45955668404699784,0.12805194592700014,9.402106874125478e-6,2.3151972906237555e-6,Amino acids,negative,Geodermatophilaceae bacterium URHB0062,Actinobacteria,alanine
0.5391361491593744,0.11625298882608984,1.1559416596990956e-5,3.054889446679176e-6,Sugars,negative,Geodermatophilaceae bacterium URHB0062,Actinobacteria,glucose
0.5265913315408605,0.015636036135435794,3.948614674060305e-6,5.647304116332084e-7,Organic acids,negative,Geodermatophilaceae bacterium URHB0062,Actinobacteria,salicylic acid
0.48632522869839684,0.1832668583035294,1.0345046443431988e-5,3.336410234139926e-6,Amino acids,undefined,Intrasporangiaceae bacterium URHB0013,Actinobacteria,alanine
0.5737750557398826,0.11447216330418813,1.2568544412836915e-5,3.204262011894097e-6,Sugars,undefined,Intrasporangiaceae bacterium URHB0013,Actinobacteria,glucose
0.5683923310947132,0.020103365625219534,6.3964057417375555e-6,9.19032002028582e-7,Organic acids,undefined,Intrasporangiaceae bacterium URHB0013,Actinobacteria,salicylic acid
0.5093409611235057,0.13942176264576764,1.1347236211908918e-5,4.0691177238504445e-6,Amino acids,undefined,Lysobacter sp. URHA0019,Gammaproteobacteria,alanine
0.5996634535659571,0.04065503161258603,1.0490615837760117e-5,1.774590444472686e-6,Sugars,undefined,Lysobacter sp. URHA0019,Gammaproteobacteria,glucose
0.6071319788916987,0.040653682495602986,1.0496738730688149e-5,1.774546984188228e-6,Organic acids,undefined,Lysobacter sp. URHA0019,Gammaproteobacteria,salicylic acid
0.5153037614995435,0.10614031960011222,9.966523843357885e-6,2.090298663603152e-6,Amino acids,undefined,Marmoricola sp. URHB0036,Actinobacteria,alanine
0.6265689276163791,0.12505415155292296,1.3865866192085323e-5,4.688475716749367e-6,Sugars,undefined,Marmoricola sp. URHB0036,Actinobacteria,glucose
0.590153756763315,0.008353912386616875,3.029403471631927e-6,1.4873631384708267e-7,Organic acids,undefined,Marmoricola sp. URHB0036,Actinobacteria,salicylic acid
0.4758036977107264,0.0987491046104968,9.692518750947043e-6,2.559366251381971e-6,Amino acids,positive,Mesorhizobium sp. URHA0056,Alphaproteobacteria,alanine
0.5687580908985075,0.09418362576654381,1.2110563919658426e-5,3.675205412459884e-6,Sugars,positive,Mesorhizobium sp. URHA0056,Alphaproteobacteria,glucose
0.5299233898545268,0.007670753675075328,2.753848309157302e-6,1.5624306842690822e-7,Organic acids,positive,Mesorhizobium sp. URHA0056,Alphaproteobacteria,salicylic acid
0.4769009208813621,0.09480371721686127,9.656112107352126e-6,2.51793945144954e-6,Amino acids,positive,Mesorhizobium sp. URHB0007,Alphaproteobacteria,alanine
0.5710402180039478,0.09481385124185264,1.2421427396171763e-5,4.0021829250876766e-6,Sugars,positive,Mesorhizobium sp. URHB0007,Alphaproteobacteria,glucose
0.5150185703724159,0.006093912060213966,2.7184163689729645e-6,8.68441462151591e-8,Organic acids,positive,Mesorhizobium sp. URHB0007,Alphaproteobacteria,salicylic acid
0.4583451891998931,0.07926321601119522,8.336843267846325e-6,2.025712283989447e-6,Amino acids,positive,Mesorhizobium sp. URHC0008,Alphaproteobacteria,alanine
0.5494777910565343,0.08690354641983973,1.1655738641221244e-5,3.748935965846941e-6,Sugars,positive,Mesorhizobium sp. URHC0008,Alphaproteobacteria,glucose
NaN,0.010304726035284623,2.5385866412043995e-6,5.377788619393733e-8,Organic acids,positive,Mesorhizobium sp. URHC0008,Alphaproteobacteria,salicylic acid
0.4947389018007924,0.21395240681494704,1.1115659142295142e-5,3.864903600889039e-6,Amino acids,undefined,Microbacterium sp. URHA0036,Actinobacteria,alanine
0.5876266050956864,0.165909469115463,1.3003369236574991e-5,4.250936679553285e-6,Sugars,undefined,Microbacterium sp. URHA0036,Actinobacteria,glucose
0.5686379065503511,0.015155397276171252,3.841911584195407e-6,4.5332499542260914e-7,Organic acids,undefined,Microbacterium sp. URHA0036,Actinobacteria,salicylic acid
0.3697157438472808,0.03767359239533658,4.766752880582879e-6,1.5581437264596456e-6,Amino acids,negative,Micromonosporaceae bacterium URHE0070,Actinobacteria,alanine
0.41092723075278015,0.037195860893254294,7.178714378644946e-6,1.8181818181818183e-6,Sugars,negative,Micromonosporaceae bacterium URHE0070,Actinobacteria,glucose
NaN,0.0034479832858527086,2.0767115947792986e-6,3.072924483804798e-8,Organic acids,negative,Micromonosporaceae bacterium URHE0070,Actinobacteria,salicylic acid
0.42625982825893305,0.0549574868502025,7.217656143976767e-6,1.7716722514783135e-6,Amino acids,positive,Mycobacterium sp. URHB0044,Actinobacteria,alanine
0.49171357511886726,0.04102978330762798,9.004544093368296e-6,1.7672881681110935e-6,Sugars,positive,Mycobacterium sp. URHB0044,Actinobacteria,glucose
0.46913038613223695,0.00896674821481891,2.5661176539810406e-6,2.588442885207724e-7,Organic acids,positive,Mycobacterium sp. URHB0044,Actinobacteria,salicylic acid
0.4586485026376115,0.08542882686564987,1.8244275188100585e-5,1.1427624236432027e-5,Amino acids,positive,Mycobacterium sp. URHD0025,Actinobacteria,alanine
0.5331469960303972,0.039365143612813805,8.957959944068587e-6,1.6233190858249968e-6,Sugars,positive,Mycobacterium sp. URHD0025,Actinobacteria,glucose
0.519602674748921,0.010901583382404498,2.861964008908204e-6,2.8475660785994013e-7,Organic acids,positive,Mycobacterium sp. URHD0025,Actinobacteria,salicylic acid
0.44942339555548744,0.05948733765375366,8.176280849987739e-6,1.8181818181818183e-6,Amino acids,undefined,Nocardioides sp. URHA0020,Actinobacteria,alanine
0.5257060975447307,0.0628844440660728,1.1230519655128941e-5,2.886670742444635e-6,Sugars,undefined,Nocardioides sp. URHA0020,Actinobacteria,glucose
0.4999849965368925,0.011327499138337997,2.9125726285359958e-6,4.58349835640554e-7,Organic acids,undefined,Nocardioides sp. URHA0020,Actinobacteria,salicylic acid
0.4965251478281393,0.12249353126810648,1.072709996212728e-5,3.286071205251447e-6,Amino acids,undefined,Nocardioides sp. URHA0032,Actinobacteria,alanine
0.5887908138574602,0.07182643133962002,1.154579754357027e-5,2.33844635985625e-6,Sugars,undefined,Nocardioides sp. URHA0032,Actinobacteria,glucose
0.41113649775813715,0.007892888598764355,2.7947713222730142e-6,3.2311006639064514e-8,Organic acids,undefined,Nocardioides sp. URHA0032,Actinobacteria,salicylic acid
0.33159100261265667,0.014212546293083373,2.662509916120884e-6,7.812800852710232e-7,Amino acids,negative,Paenibacillus sp. URHA0014,Bacilli,alanine
0.36378905341274126,0.06977614083066835,6.975825463182692e-6,2.9992337180091727e-6,Sugars,negative,Paenibacillus sp. URHA0014,Bacilli,glucose
NaN,0.003912925848049549,1.9818240302280233e-6,3.9437975709591635e-8,Organic acids,negative,Paenibacillus sp. URHA0014,Bacilli,salicylic acid
0.47218149615231353,0.371774468681238,1.3543479584956424e-5,8.600435659076164e-6,Amino acids,positive,Pseudomonas sp. URHB0015,Gammaproteobacteria,alanine
0.5342947681668343,0.08520226262346825,1.037986340102276e-5,1.8181818181818183e-6,Sugars,positive,Pseudomonas sp. URHB0015,Gammaproteobacteria,glucose
0.5372183407668529,0.05745728407210232,9.334552640465134e-6,1.561115571322739e-6,Organic acids,positive,Pseudomonas sp. URHB0015,Gammaproteobacteria,salicylic acid
0.44383381816522555,0.07425503876119294,8.17939850781604e-6,2.454970316757521e-6,Amino acids,positive,Rhodospirillales bacterium URHD0017,Alphaproteobacteria,alanine
0.5046719090051679,0.01571842758767617,3.827883255319811e-6,9.129170605463821e-7,Sugars,positive,Rhodospirillales bacterium URHD0017,Alphaproteobacteria,glucose
0.523494788476881,0.037673691897914086,9.851744103725415e-6,1.939245979603932e-6,Organic acids,positive,Rhodospirillales bacterium URHD0017,Alphaproteobacteria,salicylic acid
0.44469439311613684,0.09780578664308048,9.873783578377505e-6,4.2682900218990446e-6,Amino acids,undefined,Rhodospirillales bacterium URHD0088,Alphaproteobacteria,alanine
0.4973573987555455,0.020748838816258653,7.907108636013106e-6,1.5742518923969485e-6,Sugars,undefined,Rhodospirillales bacterium URHD0088,Alphaproteobacteria,glucose
0.4819651034218868,0.009449361075252074,2.674669645057201e-6,3.1337097493647094e-7,Organic acids,undefined,Rhodospirillales bacterium URHD0088,Alphaproteobacteria,salicylic acid
0.45057091043461484,0.06720367226706392,7.868243521389648e-6,1.9347642753347455e-6,Amino acids,negative,Solirubrobacter sp. URHD0082,Thermoleophilia,alanine
0.5380398268056336,0.07061300127637023,1.0795709747623736e-5,3.1394488216465097e-6,Sugars,negative,Solirubrobacter sp. URHD0082,Thermoleophilia,glucose
0.41297101406294373,0.0057007914292100245,2.51215060291164e-6,3.744277512021102e-8,Organic acids,negative,Solirubrobacter sp. URHD0082,Thermoleophilia,salicylic acid
0.4635899778483091,0.07440028908667445,8.533096797529439e-6,1.8181818181818183e-6,Amino acids,negative,Solirubrobacterales bacterium URHD0059,Thermoleophilia,alanine
0.5592198716170431,0.09650248004646299,1.2185914880731238e-5,4.127002366087139e-6,Sugars,negative,Solirubrobacterales bacterium URHD0059,Thermoleophilia,glucose
NaN,0.010604851145068386,2.576039379128916e-6,5.064811303263503e-8,Organic acids,negative,Solirubrobacterales bacterium URHD0059,Thermoleophilia,salicylic acid
0.5279596778836596,0.06167656847837517,9.212221400576774e-6,1.7551174256811711e-6,Amino acids,positive,Sphingomonas sp. URHD0007,Alphaproteobacteria,alanine
0.6473112766297262,0.12687772070912862,1.4355071889097684e-5,6.146425369279567e-6,Sugars,positive,Sphingomonas sp. URHD0007,Alphaproteobacteria,glucose
0.6435396915392386,0.025560433730574626,9.856609587046522e-6,1.563856750167846e-6,Organic acids,positive,Sphingomonas sp. URHD0007,Alphaproteobacteria,salicylic acid
0.5315973394509936,0.09465126286907534,1.059580925464113e-5,2.58220741969915e-6,Amino acids,positive,Sphingomonas sp. URHD0057,Alphaproteobacteria,alanine
0.644057912851459,0.06946577940674217,1.3022178193970032e-5,3.032926172399091e-6,Sugars,positive,Sphingomonas sp. URHD0057,Alphaproteobacteria,glucose
0.6511095037542449,0.056343735233776275,1.2592391316769496e-5,2.2661165703168364e-6,Organic acids,positive,Sphingomonas sp. URHD0057,Alphaproteobacteria,salicylic acid
0.47498886473038576,0.4545910476751717,1.9307718393632125e-5,1.842238610381691e-5,Amino acids,undefined,Staphylococcus sp. URHA0057,Bacilli,alanine
0.5387863977049576,0.1864566487972485,1.2465701937038105e-5,4.075858090156861e-6,Sugars,undefined,Staphylococcus sp. URHA0057,Bacilli,glucose
0.5346161563792522,0.0732619728317029,1.0426947497619177e-5,1.7384008122468277e-6,Organic acids,undefined,Staphylococcus sp. URHA0057,Bacilli,salicylic acid
0.3491361520958428,0.026962893002249064,4.277807470081199e-6,1.4944665969054653e-6,Amino acids,positive,Streptomyces sp. URHA0041,Actinobacteria,alanine
0.37792766633709474,0.025357413695637515,5.563814398518129e-6,1.7109551835822856e-6,Sugars,positive,Streptomyces sp. URHA0041,Actinobacteria,glucose
NaN,0.004753900141793513,2.011373225558893e-6,5.603113760753579e-8,Organic acids,positive,Streptomyces sp. URHA0041,Actinobacteria,salicylic acid
0.42605154828119696,0.05465164557783802,7.732063702301507e-6,2.0491004931415134e-6,Amino acids,positive,Variovorax sp. URHB0020,Betaproteobacteria,alanine
0.47553882489093646,0.017783556131026557,4.9682833721063295e-6,1.2086274877781516e-6,Sugars,positive,Variovorax sp. URHB0020,Betaproteobacteria,glucose
0.4926449302851034,0.040014960562767994,9.92761691636082e-6,2.200621967552297e-6,Organic acids,positive,Variovorax sp. URHB0020,Betaproteobacteria,salicylic acid
